연도,일시,측정소,PM2.5
4,01-10 15:00,공주,0.05641927
4,01-10 16:00,공주,0.12124385
4,01-10 17:00,공주,0.1623945
4,01-10 18:00,공주,0.17845903
4,01-10 19:00,공주,0.1581727
4,01-10 20:00,공주,0.13489252
4,01-10 21:00,공주,0.14393166
4,01-10 22:00,공주,0.1760205
4,01-10 23:00,공주,0.46162665
4,01-13 00:00,공주,0.16925398
4,01-13 01:00,공주,0.1651866
4,01-13 02:00,공주,0.17068186
4,01-13 03:00,공주,0.18341605
4,01-13 04:00,공주,0.19538713
4,01-13 05:00,공주,0.18778579
4,01-13 06:00,공주,0.17049323
4,01-13 07:00,공주,0.14991608
4,01-13 08:00,공주,0.13304518
4,01-13 09:00,공주,0.12774542
4,01-13 10:00,공주,0.120489284
4,01-13 11:00,공주,0.15682939
4,01-13 12:00,공주,0.18526343
4,01-13 13:00,공주,0.15148848
4,01-13 14:00,공주,0.10925141
4,01-13 15:00,공주,0.08155407
4,01-13 16:00,공주,0.052730337
4,01-13 17:00,공주,0.020197287
4,01-13 18:00,공주,0.011868656
4,01-13 19:00,공주,0.05351518
4,01-13 20:00,공주,0.11073083
4,01-13 21:00,공주,0.16846783
4,01-13 22:00,공주,0.2144425
4,01-13 23:00,공주,0.27078503
4,01-14 00:00,공주,0.28720072
4,01-14 01:00,공주,0.2731927
4,01-14 02:00,공주,0.2715429
4,01-14 03:00,공주,0.262978
4,01-14 04:00,공주,0.25494054
4,01-14 05:00,공주,0.24468666
4,01-14 06:00,공주,0.229094
4,01-14 07:00,공주,0.21834749
4,01-14 08:00,공주,0.21879794
4,01-14 09:00,공주,0.22201297
4,01-14 10:00,공주,0.23518056
4,01-14 11:00,공주,0.23112077
4,01-14 12:00,공주,0.16739869
4,01-14 13:00,공주,0.16531654
4,01-14 14:00,공주,0.1795214
4,01-14 15:00,공주,0.19101885
4,01-14 16:00,공주,0.20660396
4,01-14 17:00,공주,0.21314721
4,01-14 18:00,공주,0.21484895
4,01-14 19:00,공주,0.23205967
4,01-14 20:00,공주,0.24028167
4,01-14 21:00,공주,0.23259301
4,01-14 22:00,공주,0.20089412
4,01-14 23:00,공주,0.19777672
4,01-15 00:00,공주,0.21790072
4,01-15 01:00,공주,0.2237496
4,01-15 02:00,공주,0.21729897
4,01-15 03:00,공주,0.20357113
4,01-15 04:00,공주,0.18902206
4,01-15 05:00,공주,0.15723388
4,01-15 06:00,공주,0.12774362
4,01-15 07:00,공주,0.117620915
4,01-15 08:00,공주,0.09947121
4,01-15 09:00,공주,0.05493421
4,01-15 10:00,공주,0.082460016
4,01-15 11:00,공주,0.11137755
4,01-15 12:00,공주,0.14061865
4,01-15 13:00,공주,0.15186238
4,01-15 14:00,공주,0.15709648
4,01-15 15:00,공주,0.17342699
4,01-15 16:00,공주,0.23840886
4,01-15 17:00,공주,0.31736168
4,01-15 18:00,공주,0.33526677
4,01-15 19:00,공주,0.32456905
4,01-15 20:00,공주,0.3033836
4,01-15 21:00,공주,0.28908086
4,01-15 22:00,공주,0.3385415
4,01-15 23:00,공주,0.5958475
4,01-18 00:00,공주,0.13402367
4,01-18 01:00,공주,0.13979858
4,01-18 02:00,공주,0.14977461
4,01-18 03:00,공주,0.15967494
4,01-18 04:00,공주,0.1744821
4,01-18 05:00,공주,0.18478835
4,01-18 06:00,공주,0.16831395
4,01-18 07:00,공주,0.13875788
4,01-18 08:00,공주,0.112657525
4,01-18 09:00,공주,0.08889209
4,01-18 10:00,공주,0.072470665
4,01-18 11:00,공주,0.09478307
4,01-18 12:00,공주,0.11178383
4,01-18 13:00,공주,0.100445695
4,01-18 14:00,공주,0.07015418
4,01-18 15:00,공주,0.045806892
4,01-18 16:00,공주,0.025706045
4,01-18 17:00,공주,0.0073021054
4,01-18 18:00,공주,-0.00512914
4,01-18 19:00,공주,-0.004526019
4,01-18 20:00,공주,0.037312932
4,01-18 21:00,공주,0.09264594
4,01-18 22:00,공주,0.14232093
4,01-18 23:00,공주,0.20273769
4,01-19 00:00,공주,0.20856458
4,01-19 01:00,공주,0.1882908
4,01-19 02:00,공주,0.18871427
4,01-19 03:00,공주,0.18333066
4,01-19 04:00,공주,0.16981047
4,01-19 05:00,공주,0.15289998
4,01-19 06:00,공주,0.1340104
4,01-19 07:00,공주,0.11408311
4,01-19 08:00,공주,0.09872803
4,01-19 09:00,공주,0.091085374
4,01-19 10:00,공주,0.1067339
4,01-19 11:00,공주,0.101284444
4,01-19 12:00,공주,0.034779042
4,01-19 13:00,공주,0.025271438
4,01-19 14:00,공주,0.05742126
4,01-19 15:00,공주,0.08288924
4,01-19 16:00,공주,0.100960694
4,01-19 17:00,공주,0.114407875
4,01-19 18:00,공주,0.1131578
4,01-19 19:00,공주,0.108139984
4,01-19 20:00,공주,0.115684636
4,01-19 21:00,공주,0.106461175
4,01-19 22:00,공주,0.071448825
4,01-19 23:00,공주,0.053875074
4,01-20 00:00,공주,0.053532586
4,01-20 01:00,공주,0.07378588
4,01-20 02:00,공주,0.08118513
4,01-20 03:00,공주,0.069381826
4,01-20 04:00,공주,0.063145265
4,01-20 05:00,공주,0.05513113
4,01-20 06:00,공주,0.0318185
4,01-20 07:00,공주,0.004925281
4,01-20 08:00,공주,-0.010029815
4,01-20 09:00,공주,-0.027818553
4,01-20 10:00,공주,0.017279327
4,01-20 11:00,공주,0.06138037
4,01-20 12:00,공주,0.08414533
4,01-20 13:00,공주,0.101368845
4,01-20 14:00,공주,0.11307091
4,01-20 15:00,공주,0.12581515
4,01-20 16:00,공주,0.14865804
4,01-20 17:00,공주,0.23790278
4,01-20 18:00,공주,0.29716808
4,01-20 19:00,공주,0.3023661
4,01-20 20:00,공주,0.30141234
4,01-20 21:00,공주,0.2940054
4,01-20 22:00,공주,0.34909847
4,01-20 23:00,공주,0.7549104
4,01-23 00:00,공주,0.07422386
4,01-23 01:00,공주,0.07282069
4,01-23 02:00,공주,0.07864953
4,01-23 03:00,공주,0.092616245
4,01-23 04:00,공주,0.10161474
4,01-23 05:00,공주,0.09949505
4,01-23 06:00,공주,0.08483282
4,01-23 07:00,공주,0.06024629
4,01-23 08:00,공주,0.043770336
4,01-23 09:00,공주,0.027454257
4,01-23 10:00,공주,0.01930596
4,01-23 11:00,공주,0.05943483
4,01-23 12:00,공주,0.08707139
4,01-23 13:00,공주,0.05628983
4,01-23 14:00,공주,0.018719621
4,01-23 15:00,공주,-0.0111204535
4,01-23 16:00,공주,-0.036416546
4,01-23 17:00,공주,-0.06842543
4,01-23 18:00,공주,-0.07956321
4,01-23 19:00,공주,-0.040952414
4,01-23 20:00,공주,0.015904456
4,01-23 21:00,공주,0.074457854
4,01-23 22:00,공주,0.12792635
4,01-23 23:00,공주,0.1843552
4,01-24 00:00,공주,0.19230157
4,01-24 01:00,공주,0.17741297
4,01-24 02:00,공주,0.17686386
4,01-24 03:00,공주,0.16821505
4,01-24 04:00,공주,0.15929163
4,01-24 05:00,공주,0.14942276
4,01-24 06:00,공주,0.13443835
4,01-24 07:00,공주,0.12239008
4,01-24 08:00,공주,0.120668486
4,01-24 09:00,공주,0.12142665
4,01-24 10:00,공주,0.13454854
4,01-24 11:00,공주,0.12619247
4,01-24 12:00,공주,0.08032448
4,01-24 13:00,공주,0.06558171
4,01-24 14:00,공주,0.081872195
4,01-24 15:00,공주,0.09388442
4,01-24 16:00,공주,0.11469759
4,01-24 17:00,공주,0.12506911
4,01-24 18:00,공주,0.12668967
4,01-24 19:00,공주,0.14318329
4,01-24 20:00,공주,0.15155698
4,01-24 21:00,공주,0.14307056
4,01-24 22:00,공주,0.11976926
4,01-24 23:00,공주,0.11881681
4,01-25 00:00,공주,0.1096634
4,01-25 01:00,공주,0.12629464
4,01-25 02:00,공주,0.12576616
4,01-25 03:00,공주,0.11230974
4,01-25 04:00,공주,0.10043241
4,01-25 05:00,공주,0.07290722
4,01-25 06:00,공주,0.043798737
4,01-25 07:00,공주,0.029942423
4,01-25 08:00,공주,0.010560632
4,01-25 09:00,공주,-0.03501024
4,01-25 10:00,공주,-0.011664979
4,01-25 11:00,공주,0.014812946
4,01-25 12:00,공주,0.048003398
4,01-25 13:00,공주,0.051854298
4,01-25 14:00,공주,0.06206207
4,01-25 15:00,공주,0.07854532
4,01-25 16:00,공주,0.14500493
4,01-25 17:00,공주,0.22489579
4,01-25 18:00,공주,0.24342908
4,01-25 19:00,공주,0.23060597
4,01-25 20:00,공주,0.20825005
4,01-25 21:00,공주,0.19605175
4,01-25 22:00,공주,0.2233054
4,01-25 23:00,공주,0.6575304
4,01-28 00:00,공주,0.09254193
4,01-28 01:00,공주,0.08482905
4,01-28 02:00,공주,0.08786526
4,01-28 03:00,공주,0.08799969
4,01-28 04:00,공주,0.09545946
4,01-28 05:00,공주,0.10611527
4,01-28 06:00,공주,0.093342885
4,01-28 07:00,공주,0.06671542
4,01-28 08:00,공주,0.042591788
4,01-28 09:00,공주,0.026165053
4,01-28 10:00,공주,0.01019017
4,01-28 11:00,공주,0.0397902
4,01-28 12:00,공주,0.07187495
4,01-28 13:00,공주,0.044722185
4,01-28 14:00,공주,0.004220471
4,01-28 15:00,공주,-0.020730875
4,01-28 16:00,공주,-0.0379583
4,01-28 17:00,공주,-0.054666925
4,01-28 18:00,공주,-0.066011414
4,01-28 19:00,공주,-0.06680216
4,01-28 20:00,공주,-0.024668824
4,01-28 21:00,공주,0.03313464
4,01-28 22:00,공주,0.07848087
4,01-28 23:00,공주,0.13797805
4,01-29 00:00,공주,0.14729059
4,01-29 01:00,공주,0.13232705
4,01-29 02:00,공주,0.13856056
4,01-29 03:00,공주,0.13871512
4,01-29 04:00,공주,0.12855498
4,01-29 05:00,공주,0.117313296
4,01-29 06:00,공주,0.101985544
4,01-29 07:00,공주,0.080350816
4,01-29 08:00,공주,0.060977176
4,01-29 09:00,공주,0.0528799
4,01-29 10:00,공주,0.043075085
4,01-29 11:00,공주,0.05180177
4,01-29 12:00,공주,-0.0150346905
4,01-29 13:00,공주,-0.02517575
4,01-29 14:00,공주,0.0045653433
4,01-29 15:00,공주,0.031074986
4,01-29 16:00,공주,0.051032946
4,01-29 17:00,공주,0.057312742
4,01-29 18:00,공주,0.048805088
4,01-29 19:00,공주,0.045012593
4,01-29 20:00,공주,0.05379206
4,01-29 21:00,공주,0.04823987
4,01-29 22:00,공주,0.014239036
4,01-29 23:00,공주,0.00077634305
4,01-30 00:00,공주,0.003293071
4,01-30 01:00,공주,0.02624445
4,01-30 02:00,공주,0.035752304
4,01-30 03:00,공주,0.02335753
4,01-30 04:00,공주,0.014649957
4,01-30 05:00,공주,0.008172989
4,01-30 06:00,공주,-0.015061047
4,01-30 07:00,공주,-0.044094622
4,01-30 08:00,공주,-0.058786675
4,01-30 09:00,공주,-0.06984989
4,01-30 10:00,공주,-0.029069547
4,01-30 11:00,공주,0.018299483
4,01-30 12:00,공주,0.040098563
4,01-30 13:00,공주,0.060809106
4,01-30 14:00,공주,0.07344262
4,01-30 15:00,공주,0.08951761
4,01-30 16:00,공주,0.119145855
4,01-30 17:00,공주,0.19378665
4,01-30 18:00,공주,0.24731222
4,01-30 19:00,공주,0.26043975
4,01-30 20:00,공주,0.26015466
4,01-30 21:00,공주,0.25327545
4,01-30 22:00,공주,0.2755777
4,01-30 23:00,공주,0.5714873
4,02-02 00:00,공주,0.24577676
4,02-02 01:00,공주,0.24070193
4,02-02 02:00,공주,0.24630824
4,02-02 03:00,공주,0.24998751
4,02-02 04:00,공주,0.25693777
4,02-02 05:00,공주,0.26331997
4,02-02 06:00,공주,0.2679871
4,02-02 07:00,공주,0.27108788
4,02-02 08:00,공주,0.26477355
4,02-02 09:00,공주,0.24848382
4,02-02 10:00,공주,0.2226548
4,02-02 11:00,공주,0.24861808
4,02-02 12:00,공주,0.28171176
4,02-02 13:00,공주,0.23987354
4,02-02 14:00,공주,0.20994127
4,02-02 15:00,공주,0.16958499
4,02-02 16:00,공주,0.1438781
4,02-02 17:00,공주,0.1347526
4,02-02 18:00,공주,0.14849678
4,02-02 19:00,공주,0.17416057
4,02-02 20:00,공주,0.20702972
4,02-02 21:00,공주,0.24044457
4,02-02 22:00,공주,0.27884865
4,02-02 23:00,공주,0.3228559
4,02-03 00:00,공주,0.31679907
4,02-03 01:00,공주,0.27184743
4,02-03 02:00,공주,0.2655556
4,02-03 03:00,공주,0.2571947
4,02-03 04:00,공주,0.2552966
4,02-03 05:00,공주,0.25556946
4,02-03 06:00,공주,0.25148195
4,02-03 07:00,공주,0.24842095
4,02-03 08:00,공주,0.24957226
4,02-03 09:00,공주,0.25236627
4,02-03 10:00,공주,0.27804545
4,02-03 11:00,공주,0.32595897
4,02-03 12:00,공주,0.26376736
4,02-03 13:00,공주,0.23492473
4,02-03 14:00,공주,0.24115774
4,02-03 15:00,공주,0.25221282
4,02-03 16:00,공주,0.2673529
4,02-03 17:00,공주,0.2775801
4,02-03 18:00,공주,0.2727124
4,02-03 19:00,공주,0.25397396
4,02-03 20:00,공주,0.23104171
4,02-03 21:00,공주,0.21866894
4,02-03 22:00,공주,0.21068335
4,02-03 23:00,공주,0.22855748
4,02-04 00:00,공주,0.21678439
4,02-04 01:00,공주,0.22875687
4,02-04 02:00,공주,0.24866536
4,02-04 03:00,공주,0.24881783
4,02-04 04:00,공주,0.25463414
4,02-04 05:00,공주,0.25709003
4,02-04 06:00,공주,0.25185072
4,02-04 07:00,공주,0.25232488
4,02-04 08:00,공주,0.25215453
4,02-04 09:00,공주,0.21348056
4,02-04 10:00,공주,0.21104223
4,02-04 11:00,공주,0.22464137
4,02-04 12:00,공주,0.21662883
4,02-04 13:00,공주,0.19778514
4,02-04 14:00,공주,0.20405881
4,02-04 15:00,공주,0.21120583
4,02-04 16:00,공주,0.24399075
4,02-04 17:00,공주,0.33867458
4,02-04 18:00,공주,0.38783944
4,02-04 19:00,공주,0.40122914
4,02-04 20:00,공주,0.4270966
4,02-04 21:00,공주,0.45470095
4,02-04 22:00,공주,0.50525427
4,02-04 23:00,공주,0.987982
4,02-07 00:00,공주,0.09193908
4,02-07 01:00,공주,0.08859722
4,02-07 02:00,공주,0.087668285
4,02-07 03:00,공주,0.090923935
4,02-07 04:00,공주,0.09850617
4,02-07 05:00,공주,0.10642916
4,02-07 06:00,공주,0.095107794
4,02-07 07:00,공주,0.07409899
4,02-07 08:00,공주,0.060459614
4,02-07 09:00,공주,0.03728859
4,02-07 10:00,공주,0.015381046
4,02-07 11:00,공주,0.020537004
4,02-07 12:00,공주,0.057898283
4,02-07 13:00,공주,0.049905017
4,02-07 14:00,공주,0.018797524
4,02-07 15:00,공주,-0.0053772554
4,02-07 16:00,공주,-0.024227276
4,02-07 17:00,공주,-0.039319012
4,02-07 18:00,공주,-0.044827856
4,02-07 19:00,공주,-0.042076435
4,02-07 20:00,공주,-0.00023816153
4,02-07 21:00,공주,0.05671689
4,02-07 22:00,공주,0.10407868
4,02-07 23:00,공주,0.16657728
4,02-08 00:00,공주,0.15807024
4,02-08 01:00,공주,0.15558925
4,02-08 02:00,공주,0.16541897
4,02-08 03:00,공주,0.16691428
4,02-08 04:00,공주,0.15611726
4,02-08 05:00,공주,0.14350057
4,02-08 06:00,공주,0.12692773
4,02-08 07:00,공주,0.10592287
4,02-08 08:00,공주,0.08728054
4,02-08 09:00,공주,0.07713655
4,02-08 10:00,공주,0.065038905
4,02-08 11:00,공주,0.07322958
4,02-08 12:00,공주,0.019830957
4,02-08 13:00,공주,-0.0015221834
4,02-08 14:00,공주,0.02304992
4,02-08 15:00,공주,0.047354385
4,02-08 16:00,공주,0.06923197
4,02-08 17:00,공주,0.07633671
4,02-08 18:00,공주,0.06905125
4,02-08 19:00,공주,0.065384686
4,02-08 20:00,공주,0.073551565
4,02-08 21:00,공주,0.06558889
4,02-08 22:00,공주,0.0337196
4,02-08 23:00,공주,0.020944513
4,02-09 00:00,공주,0.019513983
4,02-09 01:00,공주,0.035759665
4,02-09 02:00,공주,0.040260736
4,02-09 03:00,공주,0.025546655
4,02-09 04:00,공주,0.016006868
4,02-09 05:00,공주,0.009594262
4,02-09 06:00,공주,-0.01350002
4,02-09 07:00,공주,-0.040273994
4,02-09 08:00,공주,-0.05152747
4,02-09 09:00,공주,-0.06060616
4,02-09 10:00,공주,-0.020255987
4,02-09 11:00,공주,0.026249394
4,02-09 12:00,공주,0.04770425
4,02-09 13:00,공주,0.06469545
4,02-09 14:00,공주,0.07819608
4,02-09 15:00,공주,0.095616564
4,02-09 16:00,공주,0.12621608
4,02-09 17:00,공주,0.20381787
4,02-09 18:00,공주,0.2542363
4,02-09 19:00,공주,0.26368713
4,02-09 20:00,공주,0.2622364
4,02-09 21:00,공주,0.25548232
4,02-09 22:00,공주,0.26466113
4,02-09 23:00,공주,0.67351604
4,02-12 00:00,공주,0.04568191
4,02-12 01:00,공주,0.04631585
4,02-12 02:00,공주,0.04942152
4,02-12 03:00,공주,0.060073227
4,02-12 04:00,공주,0.06877768
4,02-12 05:00,공주,0.05593285
4,02-12 06:00,공주,0.03813146
4,02-12 07:00,공주,0.017949775
4,02-12 08:00,공주,-0.0012745261
4,02-12 09:00,공주,-0.011845805
4,02-12 10:00,공주,-0.019164816
4,02-12 11:00,공주,0.024392173
4,02-12 12:00,공주,0.053219453
4,02-12 13:00,공주,0.021629393
4,02-12 14:00,공주,-0.012475431
4,02-12 15:00,공주,-0.043473795
4,02-12 16:00,공주,-0.07198317
4,02-12 17:00,공주,-0.10146638
4,02-12 18:00,공주,-0.108894214
4,02-12 19:00,공주,-0.0713904
4,02-12 20:00,공주,-0.015709247
4,02-12 21:00,공주,0.040571332
4,02-12 22:00,공주,0.0919155
4,02-12 23:00,공주,0.14734058
4,02-13 00:00,공주,0.16008414
4,02-13 01:00,공주,0.14671497
4,02-13 02:00,공주,0.14650233
4,02-13 03:00,공주,0.13842389
4,02-13 04:00,공주,0.12992972
4,02-13 05:00,공주,0.11800439
4,02-13 06:00,공주,0.101223856
4,02-13 07:00,공주,0.08983623
4,02-13 08:00,공주,0.08836344
4,02-13 09:00,공주,0.0881706
4,02-13 10:00,공주,0.108908854
4,02-13 11:00,공주,0.10832538
4,02-13 12:00,공주,0.038533583
4,02-13 13:00,공주,0.03111802
4,02-13 14:00,공주,0.0491717
4,02-13 15:00,공주,0.05804266
4,02-13 16:00,공주,0.071327
4,02-13 17:00,공주,0.07766849
4,02-13 18:00,공주,0.081303105
4,02-13 19:00,공주,0.097017705
4,02-13 20:00,공주,0.105844855
4,02-13 21:00,공주,0.09838335
4,02-13 22:00,공주,0.07488851
4,02-13 23:00,공주,0.07205932
4,02-14 00:00,공주,0.084810264
4,02-14 01:00,공주,0.08751694
4,02-14 02:00,공주,0.08199377
4,02-14 03:00,공주,0.067226626
4,02-14 04:00,공주,0.052973606
4,02-14 05:00,공주,0.022491872
4,02-14 06:00,공주,-0.006580457
4,02-14 07:00,공주,-0.016844794
4,02-14 08:00,공주,-0.036435038
4,02-14 09:00,공주,-0.08345959
4,02-14 10:00,공주,-0.060390376
4,02-14 11:00,공주,-0.03128033
4,02-14 12:00,공주,-0.0036542565
4,02-14 13:00,공주,0.0063478947
4,02-14 14:00,공주,0.01495263
4,02-14 15:00,공주,0.028213143
4,02-14 16:00,공주,0.08552779
4,02-14 17:00,공주,0.16856384
4,02-14 18:00,공주,0.19652969
4,02-14 19:00,공주,0.19241187
4,02-14 20:00,공주,0.17721608
4,02-14 21:00,공주,0.16825195
4,02-14 22:00,공주,0.20470724
4,02-14 23:00,공주,0.535655
4,02-17 00:00,공주,0.11579076
4,02-17 01:00,공주,0.118536554
4,02-17 02:00,공주,0.12471904
4,02-17 03:00,공주,0.13557139
4,02-17 04:00,공주,0.14338964
4,02-17 05:00,공주,0.13186032
4,02-17 06:00,공주,0.113353066
4,02-17 07:00,공주,0.09369949
4,02-17 08:00,공주,0.07094901
4,02-17 09:00,공주,0.05624237
4,02-17 10:00,공주,0.049230747
4,02-17 11:00,공주,0.09514363
4,02-17 12:00,공주,0.12059888
4,02-17 13:00,공주,0.086624436
4,02-17 14:00,공주,0.047554485
4,02-17 15:00,공주,0.016444646
4,02-17 16:00,공주,-0.013151951
4,02-17 17:00,공주,-0.04434014
4,02-17 18:00,공주,-0.05087115
4,02-17 19:00,공주,-0.011534888
4,02-17 20:00,공주,0.045353398
4,02-17 21:00,공주,0.103654236
4,02-17 22:00,공주,0.15583026
4,02-17 23:00,공주,0.21140346
4,02-18 00:00,공주,0.22502619
4,02-18 01:00,공주,0.2125459
4,02-18 02:00,공주,0.21270385
4,02-18 03:00,공주,0.20466936
4,02-18 04:00,공주,0.19595444
4,02-18 05:00,공주,0.18384089
4,02-18 06:00,공주,0.16711704
4,02-18 07:00,공주,0.15552497
4,02-18 08:00,공주,0.15390135
4,02-18 09:00,공주,0.1534955
4,02-18 10:00,공주,0.17304295
4,02-18 11:00,공주,0.17089257
4,02-18 12:00,공주,0.10147391
4,02-18 13:00,공주,0.09592867
4,02-18 14:00,공주,0.11380389
4,02-18 15:00,공주,0.12319711
4,02-18 16:00,공주,0.14024612
4,02-18 17:00,공주,0.1483098
4,02-18 18:00,공주,0.15180615
4,02-18 19:00,공주,0.1689634
4,02-18 20:00,공주,0.17725411
4,02-18 21:00,공주,0.16928092
4,02-18 22:00,공주,0.14551923
4,02-18 23:00,공주,0.14255145
4,02-19 00:00,공주,0.15611294
4,02-19 01:00,공주,0.15996209
4,02-19 02:00,공주,0.15460315
4,02-19 03:00,공주,0.13985291
4,02-19 04:00,공주,0.12438778
4,02-19 05:00,공주,0.09237412
4,02-19 06:00,공주,0.063376874
4,02-19 07:00,공주,0.052646607
4,02-19 08:00,공주,0.03274621
4,02-19 09:00,공주,-0.013689846
4,02-19 10:00,공주,0.010767132
4,02-19 11:00,공주,0.041197404
4,02-19 12:00,공주,0.06824766
4,02-19 13:00,공주,0.07728934
4,02-19 14:00,공주,0.084420204
4,02-19 15:00,공주,0.096527904
4,02-19 16:00,공주,0.15574494
4,02-19 17:00,공주,0.23298714
4,02-19 18:00,공주,0.2583132
4,02-19 19:00,공주,0.25348407
4,02-19 20:00,공주,0.23628815
4,02-19 21:00,공주,0.22563164
4,02-19 22:00,공주,0.25736696
4,02-19 23:00,공주,0.56150925
4,02-22 00:00,공주,0.11081043
4,02-22 01:00,공주,0.1183981
4,02-22 02:00,공주,0.13148963
4,02-22 03:00,공주,0.14867732
4,02-22 04:00,공주,0.16930225
4,02-22 05:00,공주,0.18282786
4,02-22 06:00,공주,0.17213419
4,02-22 07:00,공주,0.15132737
4,02-22 08:00,공주,0.12752488
