연도,일시,측정소,PM2.5
4,01-05 18:00,공주,0.04183255
4,01-05 19:00,공주,0.057000183
4,01-05 20:00,공주,0.06340321
4,01-05 21:00,공주,0.07084741
4,01-05 22:00,공주,0.0743403
4,01-05 23:00,공주,0.033659987
4,01-08 00:00,공주,0.093846455
4,01-08 01:00,공주,0.097984016
4,01-08 02:00,공주,0.10109436
4,01-08 03:00,공주,0.102894425
4,01-08 04:00,공주,0.103939846
4,01-08 05:00,공주,0.10425424
4,01-08 06:00,공주,0.10550696
4,01-08 07:00,공주,0.109176286
4,01-08 08:00,공주,0.11064911
4,01-08 09:00,공주,0.10311349
4,01-08 10:00,공주,0.094395846
4,01-08 11:00,공주,0.080358766
4,01-08 12:00,공주,0.032721125
4,01-08 13:00,공주,0.0260894
4,01-08 14:00,공주,0.029843431
4,01-08 15:00,공주,0.03100672
4,01-08 16:00,공주,0.03451334
4,01-08 17:00,공주,0.038306233
4,01-08 18:00,공주,0.040937185
4,01-08 19:00,공주,0.045985784
4,01-08 20:00,공주,0.05138857
4,01-08 21:00,공주,0.05280918
4,01-08 22:00,공주,0.055654615
4,01-08 23:00,공주,0.059815936
4,01-09 00:00,공주,0.09055684
4,01-09 01:00,공주,0.09367116
4,01-09 02:00,공주,0.09568107
4,01-09 03:00,공주,0.09718782
4,01-09 04:00,공주,0.098755255
4,01-09 05:00,공주,0.09900932
4,01-09 06:00,공주,0.098794356
4,01-09 07:00,공주,0.10024145
4,01-09 08:00,공주,0.09932832
4,01-09 09:00,공주,0.094488494
4,01-09 10:00,공주,0.08667691
4,01-09 11:00,공주,0.071597695
4,01-09 12:00,공주,0.03900753
4,01-09 13:00,공주,0.027814943
4,01-09 14:00,공주,0.030839007
4,01-09 15:00,공주,0.037004244
4,01-09 16:00,공주,0.041888088
4,01-09 17:00,공주,0.045392253
4,01-09 18:00,공주,0.049126815
4,01-09 19:00,공주,0.051979296
4,01-09 20:00,공주,0.057388257
4,01-09 21:00,공주,0.06078812
4,01-09 22:00,공주,0.06404525
4,01-09 23:00,공주,0.06917521
4,01-10 00:00,공주,0.10532622
4,01-10 01:00,공주,0.112199746
4,01-10 02:00,공주,0.11576216
4,01-10 03:00,공주,0.11592916
4,01-10 04:00,공주,0.11402064
4,01-10 05:00,공주,0.11358595
4,01-10 06:00,공주,0.11088692
4,01-10 07:00,공주,0.11203437
4,01-10 08:00,공주,0.119541556
4,01-10 09:00,공주,0.06762606
4,01-10 10:00,공주,0.047204833
4,01-10 11:00,공주,0.03764706
4,01-10 12:00,공주,0.030441193
4,01-10 13:00,공주,0.015579175
4,01-10 14:00,공주,0.016221078
4,01-10 15:00,공주,0.013582747
4,01-10 16:00,공주,8.808449e-05
4,01-10 17:00,공주,-0.011857193
4,01-10 18:00,공주,0.039942525
4,01-10 19:00,공주,0.06256176
4,01-10 20:00,공주,0.07369783
4,01-10 21:00,공주,0.080636345
4,01-10 22:00,공주,0.08630707
4,01-10 23:00,공주,0.08899809
4,01-13 00:00,공주,0.24800542
4,01-13 01:00,공주,0.2522227
4,01-13 02:00,공주,0.25308186
4,01-13 03:00,공주,0.2545112
4,01-13 04:00,공주,0.25724104
4,01-13 05:00,공주,0.25937903
4,01-13 06:00,공주,0.25804177
4,01-13 07:00,공주,0.25985175
4,01-13 08:00,공주,0.2616269
4,01-13 09:00,공주,0.25828087
4,01-13 10:00,공주,0.25299153
4,01-13 11:00,공주,0.24044535
4,01-13 12:00,공주,0.19463648
4,01-13 13:00,공주,0.18626603
4,01-13 14:00,공주,0.18908226
4,01-13 15:00,공주,0.19346789
4,01-13 16:00,공주,0.19859056
4,01-13 17:00,공주,0.20288959
4,01-13 18:00,공주,0.20608446
4,01-13 19:00,공주,0.21055928
4,01-13 20:00,공주,0.21472928
4,01-13 21:00,공주,0.21740988
4,01-13 22:00,공주,0.22009504
4,01-13 23:00,공주,0.22370574
4,01-14 00:00,공주,0.25182876
4,01-14 01:00,공주,0.25615332
4,01-14 02:00,공주,0.25720596
4,01-14 03:00,공주,0.2589647
4,01-14 04:00,공주,0.26011437
4,01-14 05:00,공주,0.2601111
4,01-14 06:00,공주,0.25932217
4,01-14 07:00,공주,0.2604602
4,01-14 08:00,공주,0.26131153
4,01-14 09:00,공주,0.25504327
4,01-14 10:00,공주,0.24835701
4,01-14 11:00,공주,0.23313196
4,01-14 12:00,공주,0.20079572
4,01-14 13:00,공주,0.19102234
4,01-14 14:00,공주,0.19478403
4,01-14 15:00,공주,0.20003109
4,01-14 16:00,공주,0.20333336
4,01-14 17:00,공주,0.2058111
4,01-14 18:00,공주,0.20842482
4,01-14 19:00,공주,0.21274367
4,01-14 20:00,공주,0.21904796
4,01-14 21:00,공주,0.22160722
4,01-14 22:00,공주,0.22564317
4,01-14 23:00,공주,0.2292234
4,01-15 00:00,공주,0.26767525
4,01-15 01:00,공주,0.27357134
4,01-15 02:00,공주,0.2759513
4,01-15 03:00,공주,0.2775743
4,01-15 04:00,공주,0.27799118
4,01-15 05:00,공주,0.27676257
4,01-15 06:00,공주,0.27551377
4,01-15 07:00,공주,0.27671215
4,01-15 08:00,공주,0.28138417
4,01-15 09:00,공주,0.23284605
4,01-15 10:00,공주,0.21127294
4,01-15 11:00,공주,0.20048162
4,01-15 12:00,공주,0.19456822
4,01-15 13:00,공주,0.18021339
4,01-15 14:00,공주,0.1808824
4,01-15 15:00,공주,0.17705223
4,01-15 16:00,공주,0.16135244
4,01-15 17:00,공주,0.16080517
4,01-15 18:00,공주,0.20834906
4,01-15 19:00,공주,0.228198
4,01-15 20:00,공주,0.2381233
4,01-15 21:00,공주,0.24900417
4,01-15 22:00,공주,0.2560954
4,01-15 23:00,공주,0.26904738
4,01-18 00:00,공주,0.16743502
4,01-18 01:00,공주,0.17792654
4,01-18 02:00,공주,0.18227111
4,01-18 03:00,공주,0.18583226
4,01-18 04:00,공주,0.18905695
4,01-18 05:00,공주,0.19142684
4,01-18 06:00,공주,0.19197148
4,01-18 07:00,공주,0.19494236
4,01-18 08:00,공주,0.19599189
4,01-18 09:00,공주,0.19311915
4,01-18 10:00,공주,0.18553999
4,01-18 11:00,공주,0.17003903
4,01-18 12:00,공주,0.15111677
4,01-18 13:00,공주,0.13116884
4,01-18 14:00,공주,0.12409
4,01-18 15:00,공주,0.12465504
4,01-18 16:00,공주,0.12776402
4,01-18 17:00,공주,0.13202184
4,01-18 18:00,공주,0.13668633
4,01-18 19:00,공주,0.14150138
4,01-18 20:00,공주,0.14801681
4,01-18 21:00,공주,0.15238053
4,01-18 22:00,공주,0.1557842
4,01-18 23:00,공주,0.15874207
4,01-19 00:00,공주,0.1890069
4,01-19 01:00,공주,0.19313653
4,01-19 02:00,공주,0.18849969
4,01-19 03:00,공주,0.18863632
4,01-19 04:00,공주,0.19020708
4,01-19 05:00,공주,0.19123839
4,01-19 06:00,공주,0.19373487
4,01-19 07:00,공주,0.19423269
4,01-19 08:00,공주,0.1948882
4,01-19 09:00,공주,0.19016045
4,01-19 10:00,공주,0.1811615
4,01-19 11:00,공주,0.15834093
4,01-19 12:00,공주,0.14268556
4,01-19 13:00,공주,0.12848161
4,01-19 14:00,공주,0.12404113
4,01-19 15:00,공주,0.1260597
4,01-19 16:00,공주,0.1301902
4,01-19 17:00,공주,0.13653666
4,01-19 18:00,공주,0.14032927
4,01-19 19:00,공주,0.14425245
4,01-19 20:00,공주,0.14925547
4,01-19 21:00,공주,0.1549933
4,01-19 22:00,공주,0.15932877
4,01-19 23:00,공주,0.16399914
4,01-20 00:00,공주,0.20298052
4,01-20 01:00,공주,0.2056236
4,01-20 02:00,공주,0.2053696
4,01-20 03:00,공주,0.20420176
4,01-20 04:00,공주,0.20272869
4,01-20 05:00,공주,0.19886057
4,01-20 06:00,공주,0.19657828
4,01-20 07:00,공주,0.19517514
4,01-20 08:00,공주,0.20376226
4,01-20 09:00,공주,0.14760965
4,01-20 10:00,공주,0.13191971
4,01-20 11:00,공주,0.12267519
4,01-20 12:00,공주,0.12461679
4,01-20 13:00,공주,0.1153001
4,01-20 14:00,공주,0.12024267
4,01-20 15:00,공주,0.12046192
4,01-20 16:00,공주,0.11814813
4,01-20 17:00,공주,0.11928858
4,01-20 18:00,공주,0.16590634
4,01-20 19:00,공주,0.18183476
4,01-20 20:00,공주,0.1854468
4,01-20 21:00,공주,0.18342803
4,01-20 22:00,공주,0.18019347
4,01-20 23:00,공주,0.13693316
4,01-23 00:00,공주,0.16812915
4,01-23 01:00,공주,0.17255001
4,01-23 02:00,공주,0.17728019
4,01-23 03:00,공주,0.1795632
4,01-23 04:00,공주,0.18452208
4,01-23 05:00,공주,0.18932924
4,01-23 06:00,공주,0.19256006
4,01-23 07:00,공주,0.19597572
4,01-23 08:00,공주,0.19684954
4,01-23 09:00,공주,0.1935246
4,01-23 10:00,공주,0.18837316
4,01-23 11:00,공주,0.1755754
4,01-23 12:00,공주,0.12609544
4,01-23 13:00,공주,0.11725854
4,01-23 14:00,공주,0.12461056
4,01-23 15:00,공주,0.12986924
4,01-23 16:00,공주,0.13104233
4,01-23 17:00,공주,0.13527192
4,01-23 18:00,공주,0.14094937
4,01-23 19:00,공주,0.14711967
4,01-23 20:00,공주,0.1544052
4,01-23 21:00,공주,0.15954635
4,01-23 22:00,공주,0.16037284
4,01-23 23:00,공주,0.16253905
4,01-24 00:00,공주,0.19122171
4,01-24 01:00,공주,0.19270855
4,01-24 02:00,공주,0.19278422
4,01-24 03:00,공주,0.1909186
4,01-24 04:00,공주,0.19160017
4,01-24 05:00,공주,0.1920791
4,01-24 06:00,공주,0.19210975
4,01-24 07:00,공주,0.19322298
4,01-24 08:00,공주,0.19384971
4,01-24 09:00,공주,0.18735185
4,01-24 10:00,공주,0.1814835
4,01-24 11:00,공주,0.16991809
4,01-24 12:00,공주,0.14467779
4,01-24 13:00,공주,0.13492772
4,01-24 14:00,공주,0.13908577
4,01-24 15:00,공주,0.14374378
4,01-24 16:00,공주,0.14922968
4,01-24 17:00,공주,0.15325977
4,01-24 18:00,공주,0.15600781
4,01-24 19:00,공주,0.1602148
4,01-24 20:00,공주,0.16467535
4,01-24 21:00,공주,0.1688439
4,01-24 22:00,공주,0.17240252
4,01-24 23:00,공주,0.1769627
4,01-25 00:00,공주,0.2020027
4,01-25 01:00,공주,0.20874497
4,01-25 02:00,공주,0.21256152
4,01-25 03:00,공주,0.21351993
4,01-25 04:00,공주,0.21315375
4,01-25 05:00,공주,0.20829478
4,01-25 06:00,공주,0.20541012
4,01-25 07:00,공주,0.2032497
4,01-25 08:00,공주,0.20482264
4,01-25 09:00,공주,0.16987135
4,01-25 10:00,공주,0.15376061
4,01-25 11:00,공주,0.14483194
4,01-25 12:00,공주,0.1357905
4,01-25 13:00,공주,0.12233498
4,01-25 14:00,공주,0.13160491
4,01-25 15:00,공주,0.13546659
4,01-25 16:00,공주,0.13578853
4,01-25 17:00,공주,0.12560833
4,01-25 18:00,공주,0.16673556
4,01-25 19:00,공주,0.19043921
4,01-25 20:00,공주,0.20038664
4,01-25 21:00,공주,0.19834179
4,01-25 22:00,공주,0.19776413
4,01-25 23:00,공주,0.15835938
4,01-28 00:00,공주,0.17219415
4,01-28 01:00,공주,0.17739387
4,01-28 02:00,공주,0.17903768
4,01-28 03:00,공주,0.18226655
4,01-28 04:00,공주,0.18375728
4,01-28 05:00,공주,0.18654636
4,01-28 06:00,공주,0.18898626
4,01-28 07:00,공주,0.1896825
4,01-28 08:00,공주,0.18931764
4,01-28 09:00,공주,0.18440272
4,01-28 10:00,공주,0.1804632
4,01-28 11:00,공주,0.1675307
4,01-28 12:00,공주,0.11655573
4,01-28 13:00,공주,0.10917029
4,01-28 14:00,공주,0.11363409
4,01-28 15:00,공주,0.11547712
4,01-28 16:00,공주,0.119294584
4,01-28 17:00,공주,0.12217024
4,01-28 18:00,공주,0.12551707
4,01-28 19:00,공주,0.12996444
4,01-28 20:00,공주,0.13682461
4,01-28 21:00,공주,0.14044082
4,01-28 22:00,공주,0.14377773
4,01-28 23:00,공주,0.14783204
4,01-29 00:00,공주,0.17801109
4,01-29 01:00,공주,0.18031666
4,01-29 02:00,공주,0.18102199
4,01-29 03:00,공주,0.18274555
4,01-29 04:00,공주,0.18395299
4,01-29 05:00,공주,0.18353504
4,01-29 06:00,공주,0.18248373
4,01-29 07:00,공주,0.18530333
4,01-29 08:00,공주,0.1834608
4,01-29 09:00,공주,0.17752323
4,01-29 10:00,공주,0.1692737
4,01-29 11:00,공주,0.15482302
4,01-29 12:00,공주,0.12318591
4,01-29 13:00,공주,0.11459049
4,01-29 14:00,공주,0.11761219
4,01-29 15:00,공주,0.12034775
4,01-29 16:00,공주,0.12603948
4,01-29 17:00,공주,0.12997061
4,01-29 18:00,공주,0.1319722
4,01-29 19:00,공주,0.13519949
4,01-29 20:00,공주,0.14083362
4,01-29 21:00,공주,0.14294785
4,01-29 22:00,공주,0.1484316
4,01-29 23:00,공주,0.15136471
4,01-30 00:00,공주,0.18855461
4,01-30 01:00,공주,0.19610876
4,01-30 02:00,공주,0.19916216
4,01-30 03:00,공주,0.1982406
4,01-30 04:00,공주,0.19763799
4,01-30 05:00,공주,0.19678262
4,01-30 06:00,공주,0.19549936
4,01-30 07:00,공주,0.19228196
4,01-30 08:00,공주,0.20422944
4,01-30 09:00,공주,0.14801227
4,01-30 10:00,공주,0.12843768
4,01-30 11:00,공주,0.12036887
4,01-30 12:00,공주,0.11343243
4,01-30 13:00,공주,0.09737968
4,01-30 14:00,공주,0.101188555
4,01-30 15:00,공주,0.09954556
4,01-30 16:00,공주,0.09265095
4,01-30 17:00,공주,0.06540595
4,01-30 18:00,공주,0.11961893
4,01-30 19:00,공주,0.1503402
4,01-30 20:00,공주,0.1615313
4,01-30 21:00,공주,0.16915274
4,01-30 22:00,공주,0.172815
4,01-30 23:00,공주,0.18611199
4,02-02 00:00,공주,0.23142627
4,02-02 01:00,공주,0.23760536
4,02-02 02:00,공주,0.24361135
4,02-02 03:00,공주,0.24745935
4,02-02 04:00,공주,0.24805695
4,02-02 05:00,공주,0.24820049
4,02-02 06:00,공주,0.25260454
4,02-02 07:00,공주,0.25661382
4,02-02 08:00,공주,0.2596095
4,02-02 09:00,공주,0.26004523
4,02-02 10:00,공주,0.2526277
4,02-02 11:00,공주,0.24170423
4,02-02 12:00,공주,0.2012622
4,02-02 13:00,공주,0.19092967
4,02-02 14:00,공주,0.19031984
4,02-02 15:00,공주,0.19097283
4,02-02 16:00,공주,0.19455971
4,02-02 17:00,공주,0.1993781
4,02-02 18:00,공주,0.20308033
4,02-02 19:00,공주,0.20788105
4,02-02 20:00,공주,0.21196371
4,02-02 21:00,공주,0.21748103
4,02-02 22:00,공주,0.22088143
4,02-02 23:00,공주,0.22674266
4,02-03 00:00,공주,0.25777596
4,02-03 01:00,공주,0.2611826
4,02-03 02:00,공주,0.26218957
4,02-03 03:00,공주,0.26220074
4,02-03 04:00,공주,0.2609258
4,02-03 05:00,공주,0.26184088
4,02-03 06:00,공주,0.26261285
4,02-03 07:00,공주,0.26317465
4,02-03 08:00,공주,0.2646414
4,02-03 09:00,공주,0.26618698
4,02-03 10:00,공주,0.25805068
4,02-03 11:00,공주,0.241687
4,02-03 12:00,공주,0.19765493
4,02-03 13:00,공주,0.18839368
4,02-03 14:00,공주,0.19360332
4,02-03 15:00,공주,0.19819531
4,02-03 16:00,공주,0.2038158
4,02-03 17:00,공주,0.21002756
4,02-03 18:00,공주,0.21531904
4,02-03 19:00,공주,0.21878058
4,02-03 20:00,공주,0.2243437
4,02-03 21:00,공주,0.23367465
4,02-03 22:00,공주,0.23963611
4,02-03 23:00,공주,0.24644583
4,02-04 00:00,공주,0.2797024
4,02-04 01:00,공주,0.28449365
4,02-04 02:00,공주,0.28552037
4,02-04 03:00,공주,0.28266254
4,02-04 04:00,공주,0.28142983
4,02-04 05:00,공주,0.2776011
4,02-04 06:00,공주,0.2727382
4,02-04 07:00,공주,0.27066743
4,02-04 08:00,공주,0.26607132
4,02-04 09:00,공주,0.2388716
4,02-04 10:00,공주,0.21627937
4,02-04 11:00,공주,0.20996997
4,02-04 12:00,공주,0.20786616
4,02-04 13:00,공주,0.19930089
4,02-04 14:00,공주,0.20266366
4,02-04 15:00,공주,0.20416614
4,02-04 16:00,공주,0.19915569
4,02-04 17:00,공주,0.19449244
4,02-04 18:00,공주,0.21384701
4,02-04 19:00,공주,0.24289747
4,02-04 20:00,공주,0.2562971
4,02-04 21:00,공주,0.26259303
4,02-04 22:00,공주,0.2639273
4,02-04 23:00,공주,0.28125983
4,02-07 00:00,공주,0.08890425
4,02-07 01:00,공주,0.09039446
4,02-07 02:00,공주,0.09461371
4,02-07 03:00,공주,0.09805617
4,02-07 04:00,공주,0.10144572
4,02-07 05:00,공주,0.10601195
4,02-07 06:00,공주,0.10885255
4,02-07 07:00,공주,0.11293251
4,02-07 08:00,공주,0.11548813
4,02-07 09:00,공주,0.112319544
4,02-07 10:00,공주,0.10143988
4,02-07 11:00,공주,0.089321755
4,02-07 12:00,공주,0.0549886
4,02-07 13:00,공주,0.036730707
4,02-07 14:00,공주,0.041483376
4,02-07 15:00,공주,0.046161182
4,02-07 16:00,공주,0.05256293
4,02-07 17:00,공주,0.056552447
4,02-07 18:00,공주,0.059161663
4,02-07 19:00,공주,0.06302409
4,02-07 20:00,공주,0.069980055
4,02-07 21:00,공주,0.07339336
4,02-07 22:00,공주,0.07510117
4,02-07 23:00,공주,0.07523884
4,02-08 00:00,공주,0.09925082
4,02-08 01:00,공주,0.103520006
4,02-08 02:00,공주,0.10639143
4,02-08 03:00,공주,0.108667
4,02-08 04:00,공주,0.11013734
4,02-08 05:00,공주,0.109418884
4,02-08 06:00,공주,0.10976891
4,02-08 07:00,공주,0.11018926
4,02-08 08:00,공주,0.11115516
4,02-08 09:00,공주,0.10684155
4,02-08 10:00,공주,0.10072309
4,02-08 11:00,공주,0.08394623
4,02-08 12:00,공주,0.06478459
4,02-08 13:00,공주,0.04289757
4,02-08 14:00,공주,0.04586792
4,02-08 15:00,공주,0.050554402
4,02-08 16:00,공주,0.054424714
4,02-08 17:00,공주,0.058072526
4,02-08 18:00,공주,0.062482744
4,02-08 19:00,공주,0.06670026
4,02-08 20:00,공주,0.0718922
4,02-08 21:00,공주,0.075807154
4,02-08 22:00,공주,0.080660805
4,02-08 23:00,공주,0.08581121
4,02-09 00:00,공주,0.124026075
4,02-09 01:00,공주,0.12623808
4,02-09 02:00,공주,0.12690154
4,02-09 03:00,공주,0.12541603
4,02-09 04:00,공주,0.123938404
4,02-09 05:00,공주,0.120939866
4,02-09 06:00,공주,0.11763871
4,02-09 07:00,공주,0.11435357
4,02-09 08:00,공주,0.11988701
4,02-09 09:00,공주,0.061097924
4,02-09 10:00,공주,0.04773115
4,02-09 11:00,공주,0.040865034
4,02-09 12:00,공주,0.04100076
4,02-09 13:00,공주,0.028837828
4,02-09 14:00,공주,0.030175714
4,02-09 15:00,공주,0.029733215
4,02-09 16:00,공주,0.021894597
4,02-09 17:00,공주,0.0045568757
4,02-09 18:00,공주,0.06184598
4,02-09 19:00,공주,0.08198446
4,02-09 20:00,공주,0.09035578
4,02-09 21:00,공주,0.09803143
4,02-09 22:00,공주,0.09942588
4,02-09 23:00,공주,0.050226275
4,02-12 00:00,공주,0.11526182
4,02-12 01:00,공주,0.115488425
4,02-12 02:00,공주,0.119777486
4,02-12 03:00,공주,0.123326525
4,02-12 04:00,공주,0.12430145
4,02-12 05:00,공주,0.12545069
4,02-12 06:00,공주,0.12535359
4,02-12 07:00,공주,0.12693255
4,02-12 08:00,공주,0.12863645
4,02-12 09:00,공주,0.12760082
4,02-12 10:00,공주,0.12025439
4,02-12 11:00,공주,0.1095429
4,02-12 12:00,공주,0.05887828
4,02-12 13:00,공주,0.042861704
4,02-12 14:00,공주,0.048481673
4,02-12 15:00,공주,0.053258054
4,02-12 16:00,공주,0.057883013
4,02-12 17:00,공주,0.061393447
4,02-12 18:00,공주,0.06466061
4,02-12 19:00,공주,0.06997776
4,02-12 20:00,공주,0.07494871
4,02-12 21:00,공주,0.079971924
4,02-12 22:00,공주,0.08355671
4,02-12 23:00,공주,0.08399723
4,02-13 00:00,공주,0.11517773
4,02-13 01:00,공주,0.11584584
4,02-13 02:00,공주,0.11836083
4,02-13 03:00,공주,0.119826704
4,02-13 04:00,공주,0.11892158
4,02-13 05:00,공주,0.118624665
4,02-13 06:00,공주,0.118469246
4,02-13 07:00,공주,0.120126925
4,02-13 08:00,공주,0.1199724
4,02-13 09:00,공주,0.12060706
4,02-13 10:00,공주,0.11468512
4,02-13 11:00,공주,0.10183942
4,02-13 12:00,공주,0.06463432
4,02-13 13:00,공주,0.047389098
4,02-13 14:00,공주,0.052756205
4,02-13 15:00,공주,0.058750257
4,02-13 16:00,공주,0.06338252
4,02-13 17:00,공주,0.06695755
4,02-13 18:00,공주,0.06932248
4,02-13 19:00,공주,0.073463425
4,02-13 20:00,공주,0.07695311
4,02-13 21:00,공주,0.081892505
4,02-13 22:00,공주,0.085889794
4,02-13 23:00,공주,0.09033654
4,02-14 00:00,공주,0.12788098
4,02-14 01:00,공주,0.13126913
4,02-14 02:00,공주,0.13393459
4,02-14 03:00,공주,0.13372561
4,02-14 04:00,공주,0.1325441
4,02-14 05:00,공주,0.12973517
4,02-14 06:00,공주,0.12773383
4,02-14 07:00,공주,0.12597023
4,02-14 08:00,공주,0.13301706
4,02-14 09:00,공주,0.09150965
4,02-14 10:00,공주,0.06739275
4,02-14 11:00,공주,0.058101635
4,02-14 12:00,공주,0.05249931
4,02-14 13:00,공주,0.040037386
4,02-14 14:00,공주,0.04161907
4,02-14 15:00,공주,0.042865917
4,02-14 16:00,공주,0.034605674
4,02-14 17:00,공주,0.00704569
4,02-14 18:00,공주,0.06417739
4,02-14 19:00,공주,0.088747114
4,02-14 20:00,공주,0.10036906
4,02-14 21:00,공주,0.10747707
4,02-14 22:00,공주,0.11318543
4,02-14 23:00,공주,0.109877326
4,02-17 00:00,공주,0.19465074
4,02-17 01:00,공주,0.20072593
4,02-17 02:00,공주,0.20569214
4,02-17 03:00,공주,0.20881733
4,02-17 04:00,공주,0.20999224
4,02-17 05:00,공주,0.21276501
4,02-17 06:00,공주,0.214156
4,02-17 07:00,공주,0.21459779
4,02-17 08:00,공주,0.21569642
4,02-17 09:00,공주,0.2108415
4,02-17 10:00,공주,0.20248844
4,02-17 11:00,공주,0.19044077
4,02-17 12:00,공주,0.14109233
4,02-17 13:00,공주,0.13298698
4,02-17 14:00,공주,0.13560736
4,02-17 15:00,공주,0.13860643
4,02-17 16:00,공주,0.14309984
4,02-17 17:00,공주,0.14567846
4,02-17 18:00,공주,0.14926136
4,02-17 19:00,공주,0.15552357
4,02-17 20:00,공주,0.1604225
4,02-17 21:00,공주,0.16230297
4,02-17 22:00,공주,0.16701737
4,02-17 23:00,공주,0.16937238
4,02-18 00:00,공주,0.19963107
4,02-18 01:00,공주,0.20131013
4,02-18 02:00,공주,0.20282713
4,02-18 03:00,공주,0.20511505
4,02-18 04:00,공주,0.20365226
4,02-18 05:00,공주,0.20392922
4,02-18 06:00,공주,0.20415187
4,02-18 07:00,공주,0.20420823
4,02-18 08:00,공주,0.20481575
4,02-18 09:00,공주,0.19926399
4,02-18 10:00,공주,0.19073458
4,02-18 11:00,공주,0.17723237
4,02-18 12:00,공주,0.14534855
4,02-18 13:00,공주,0.13501045
4,02-18 14:00,공주,0.13787061
4,02-18 15:00,공주,0.14342791
4,02-18 16:00,공주,0.14880586
4,02-18 17:00,공주,0.15142082
4,02-18 18:00,공주,0.15482089
4,02-18 19:00,공주,0.1594105
4,02-18 20:00,공주,0.16233581
4,02-18 21:00,공주,0.16663839
4,02-18 22:00,공주,0.16878483
4,02-18 23:00,공주,0.1747976
4,02-19 00:00,공주,0.21148375
4,02-19 01:00,공주,0.21830256
4,02-19 02:00,공주,0.22055805
4,02-19 03:00,공주,0.22174475
4,02-19 04:00,공주,0.22048983
4,02-19 05:00,공주,0.21988931
4,02-19 06:00,공주,0.2166861
4,02-19 07:00,공주,0.21714666
4,02-19 08:00,공주,0.22799027
4,02-19 09:00,공주,0.173121
4,02-19 10:00,공주,0.1510629
4,02-19 11:00,공주,0.14244393
4,02-19 12:00,공주,0.13530871
4,02-19 13:00,공주,0.12116203
4,02-19 14:00,공주,0.123704225
4,02-19 15:00,공주,0.12041646
4,02-19 16:00,공주,0.105183974
4,02-19 17:00,공주,0.0931985
4,02-19 18:00,공주,0.14908813
4,02-19 19:00,공주,0.17165086
4,02-19 20:00,공주,0.18198441
4,02-19 21:00,공주,0.19099082
4,02-19 22:00,공주,0.19371544
4,02-19 23:00,공주,0.19721161
4,02-22 00:00,공주,0.2095069
4,02-22 01:00,공주,0.21682459
4,02-22 02:00,공주,0.22204885
4,02-22 03:00,공주,0.2273376
4,02-22 04:00,공주,0.22912984
4,02-22 05:00,공주,0.23063694
4,02-22 06:00,공주,0.23281673
4,02-22 07:00,공주,0.23514037
4,02-22 08:00,공주,0.23385644
4,02-22 09:00,공주,0.23498622
4,02-22 10:00,공주,0.22989729
4,02-22 11:00,공주,0.21499583
4,02-22 12:00,공주,0.19062972
4,02-22 13:00,공주,0.1629802
4,02-22 14:00,공주,0.16192514
